BOROUGH,ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,COUNTY,CITY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
MANHATTAN,10001,246,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,3
MANHATTAN,10001,299,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699,31
MANHATTAN,10001,301,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699,32
MANHATTAN,10001,303 TO 309,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699,33
MANHATTAN,10001,440,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732,73
MANHATTAN,10001,442,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732,72
MANHATTAN,10001,311,11TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,675,12
MANHATTAN,10001,312,11TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701,62
MANHATTAN,10001,320,11TH,AVE,545 TO 577,W 30TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,702,7502
MANHATTAN,10001,800 TO 802,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,829,1
MANHATTAN,10001,819,6TH,AVE,819,AVENUE OF THE AMERICAS,,62,NEW YORK,MULTIPLE DWELLING B,,,804,36
MANHATTAN,10001,835 TO 851,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805,7502
MANHATTAN,10001,855,6TH,AVE,100,W 31ST,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,806,7502
MANHATTAN,10001,883 TO 885,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807,7502
MANHATTAN,10001,315,7TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803,7501
MANHATTAN,10001,288,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774,86
MANHATTAN,10001,328,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,4
MANHATTAN,10001,330,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,4
MANHATTAN,10001,368,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,778,3
MANHATTAN,10001,370,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,778,75
MANHATTAN,10001,402,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780,1
MANHATTAN,10001,404,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780,2
MANHATTAN,10001,481,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,758,37
MANHATTAN,10001,235,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,40
MANHATTAN,10001,237,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,41
MANHATTAN,10001,239,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,42
MANHATTAN,10001,413,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731,40
MANHATTAN,10001,415 TO 417,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731,41
MANHATTAN,10001,1186,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,830,54
MANHATTAN,10001,1234,BROADWAY,,38,W 31ST,ST,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,832,66
MANHATTAN,10001,226,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774,55
MANHATTAN,10001,228,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774,56
MANHATTAN,10001,231,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,775,17
MANHATTAN,10001,245,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,775,9
MANHATTAN,10001,270,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774,76
MANHATTAN,10001,401,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,723,7502
MANHATTAN,10001,412,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,48
MANHATTAN,10001,416,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722,50
MANHATTAN,10001,127,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802,22
MANHATTAN,10001,135,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,802,19
MANHATTAN,10001,200,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775,44
MANHATTAN,10001,220,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775,46
MANHATTAN,10001,229,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,20
MANHATTAN,10001,247,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,11
MANHATTAN,10001,249,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,10
MANHATTAN,10001,251,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,9
MANHATTAN,10001,260,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775,7502
MANHATTAN,10001,12,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,828,56
MANHATTAN,10001,26,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,828,63
MANHATTAN,10001,29,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,829,20
MANHATTAN,10001,39,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,829,14
MANHATTAN,10001,43,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,,
MANHATTAN,10001,100,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802,45
MANHATTAN,10001,144,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,802,7501
MANHATTAN,10001,154,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802,71
MANHATTAN,10001,260,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776,69
MANHATTAN,10001,537 TO 545,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699,9
MANHATTAN,10001,136,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,803,60
MANHATTAN,10001,139,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,804,15
MANHATTAN,10001,146 TO 148,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803,65
MANHATTAN,10001,211,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,778,33
MANHATTAN,10001,225,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778,25
MANHATTAN,10001,241 TO 247,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778,18
MANHATTAN,10001,501,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,700,29
MANHATTAN,10001,507 TO 515,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700,27
MANHATTAN,10001,525,W 28TH,ST,282,11TH,AVE,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700,9
MANHATTAN,10001,14,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,830,53
MANHATTAN,10001,211 TO 213,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779,31
MANHATTAN,10001,221,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779,27
MANHATTAN,10001,231,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,779,17
MANHATTAN,10001,257,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,779,7
MANHATTAN,10001,301,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,35
MANHATTAN,10001,309,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,31
MANHATTAN,10001,311,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,30
MANHATTAN,10001,317,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,26
MANHATTAN,10001,319,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,26
MANHATTAN,10001,321 TO 323,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,24
MANHATTAN,10001,333,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,753,19
MANHATTAN,10001,335,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,18
MANHATTAN,10001,347,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,12
MANHATTAN,10001,349,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,11
MANHATTAN,10001,351,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,,753,10
MANHATTAN,10001,501,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,701,35
MANHATTAN,10001,508,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,700,40
MANHATTAN,10001,529 TO 539,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701,7501
MANHATTAN,10001,1,W 30TH,ST,284,5TH,AVE,62,NEW YORK,MULTIPLE DWELLING A,,,832,39
MANHATTAN,10001,24,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,831,53
MANHATTAN,10001,208 TO 212,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779,49
MANHATTAN,10001,251 TO 255,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780,10
MANHATTAN,10001,308,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,48
MANHATTAN,10001,315,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,30
MANHATTAN,10001,317,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,29
MANHATTAN,10001,319,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,28
MANHATTAN,10001,320,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,51
MANHATTAN,10001,323,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,26
MANHATTAN,10001,325,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,25
MANHATTAN,10001,326 TO 338,W 30TH,ST,329,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753,56
MANHATTAN,10001,327,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754,21
MANHATTAN,10001,341,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754,18
MANHATTAN,10001,342,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,65
MANHATTAN,10001,346,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,67
MANHATTAN,10001,350,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753,69
MANHATTAN,10001,353,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,754,12
MANHATTAN,10001,363 TO 367,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754,1
MANHATTAN,10001,366,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,GARDEN COMPLEX,,753,77
MANHATTAN,10001,500,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701,42
MANHATTAN,10001,518 TO 530,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701,16
MANHATTAN,10001,4,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,832,49
MANHATTAN,10001,9,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,833,7502
MANHATTAN,10001,125 TO 127,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807,7501
MANHATTAN,10001,435,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,729,50
MANHATTAN,10001,9,W 32ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,834,35
MANHATTAN,10001,35 TO 39,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835,15
MANHATTAN,10001,50,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,835,1
MANHATTAN,10001,408,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,731,50
MANHATTAN,10001,426 TO 432,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731,60
MANHATTAN,10001,433,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,732,16
MANHATTAN,10001,440,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,731,65
MANHATTAN,10001,455,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732,7
MANHATTAN,10001,53 TO 55,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,837,12
MANHATTAN,10001,327,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759,25
MANHATTAN,10001,329,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759,24
MANHATTAN,10001,331,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759,23
MANHATTAN,10001,367,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759,7
MANHATTAN,10001,411 TO 423,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,733,23
MANHATTAN,10001,445 TO 453,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,733,8
MANHATTAN,10001,454 TO 458,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,732,68
MANHATTAN,10001,461 TO 463,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,733,1
MANHATTAN,10002,3,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,293,20
MANHATTAN,10002,7,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,293,18
MANHATTAN,10002,9,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,293,17
MANHATTAN,10002,13,ALLEN,ST,70 TO 72,CANAL,ST,62,NEW YORK,MULTIPLE DWELLING A,,,293,15
MANHATTAN,10002,19,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,300,28
MANHATTAN,10002,21,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,300,27
MANHATTAN,10002,29,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,300,23
MANHATTAN,10002,30,ALLEN,ST,31,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,299,24
MANHATTAN,10002,32,ALLEN,ST,33,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,299,23
MANHATTAN,10002,35,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,300,20
MANHATTAN,10002,37.5,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,300,18
MANHATTAN,10002,38,ALLEN,ST,74,HESTER,ST,62,NEW YORK,MULTIPLE DWELLING A,,,299,18
MANHATTAN,10002,46,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,308,24
MANHATTAN,10002,50,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,308,22
MANHATTAN,10002,52,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,308,21
MANHATTAN,10002,79,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,413,19
MANHATTAN,10002,83,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,413,17
MANHATTAN,10002,91,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,25
MANHATTAN,10002,92,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,62
MANHATTAN,10002,93,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,24
MANHATTAN,10002,95,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,23
MANHATTAN,10002,97,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,22
MANHATTAN,10002,99,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,21
MANHATTAN,10002,103,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,19
MANHATTAN,10002,123,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,415,35
MANHATTAN,10002,128,ALLEN,ST,129,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,415,72
MANHATTAN,10002,129,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,415,31
MANHATTAN,10002,132,ALLEN,ST,133,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,415,70
MANHATTAN,10002,137,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,415,25
MANHATTAN,10002,151 TO 153,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,7501
MANHATTAN,10002,156,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,65
MANHATTAN,10002,157 TO 159,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,27
MANHATTAN,10002,158,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,64
MANHATTAN,10002,160,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,63
MANHATTAN,10002,161,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,416,25
MANHATTAN,10002,162,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,62
MANHATTAN,10002,163,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,24
MANHATTAN,10002,164,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,61
MANHATTAN,10002,166,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,416,59
MANHATTAN,10002,170,ALLEN,ST,165,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,416,57
MANHATTAN,10002,201,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,417,19
MANHATTAN,10002,205,ALLEN,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,417,18
MANHATTAN,10002,168 TO 170,ATTORNEY,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,345,9
MANHATTAN,10002,172,ATTORNEY,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,345,10
MANHATTAN,10002,81,BOWERY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,303,9
MANHATTAN,10002,83,BOWERY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,303,10
MANHATTAN,10002,85,BOWERY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,303,11
MANHATTAN,10002,125,BOWERY,,,,,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,,304,16
MANHATTAN,10002,180,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,346,175
MANHATTAN,10002,212,BROOME,ST,115 TO 129,DELANCEY,ST,62,NEW YORK,MULTIPLE DWELLING A,,,352,7501
MANHATTAN,10002,245,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,408,14
MANHATTAN,10002,247,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,408,13
MANHATTAN,10002,248,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,409,27
MANHATTAN,10002,249,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,408,11
MANHATTAN,10002,250,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,409,29
MANHATTAN,10002,252,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,409,31
MANHATTAN,10002,253 TO 257,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,408,10
MANHATTAN,10002,254,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,409,33
MANHATTAN,10002,261,BROOME,ST,85 TO 89,ORCHARD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,413,43
MANHATTAN,10002,262,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,59
MANHATTAN,10002,264,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,61
MANHATTAN,10002,275,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,413,14
MANHATTAN,10002,279,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,413,12
MANHATTAN,10002,282,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,28
MANHATTAN,10002,286,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,414,30
MANHATTAN,10002,288,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,414,31
MANHATTAN,10002,294,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,419,72
MANHATTAN,10002,295,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,418,42
MANHATTAN,10002,299,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,418,40
MANHATTAN,10002,303 TO 305,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,418,37
MANHATTAN,10002,325,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,423,18
MANHATTAN,10002,334,BROOME,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,424,40
MANHATTAN,10002,25,CANAL,ST,1,ESSEX,ST,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,297,30
MANHATTAN,10002,27 TO 29,CANAL,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,297,30
MANHATTAN,10002,34,CANAL,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,283,76
MANHATTAN,10002,37,CANAL,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,297,37
MANHATTAN,10002,52,CANAL,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,294,22
MANHATTAN,10002,78,CANAL,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,293,12
MANHATTAN,10002,201 TO 229,CHERRY,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,248,7501
MANHATTAN,10002,265,CHERRY,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,247,1
MANHATTAN,10002,275,CHERRY,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,247,1
MANHATTAN,10002,73 TO 75,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,35
MANHATTAN,10002,79,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,33
MANHATTAN,10002,81 TO 83,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,31
MANHATTAN,10002,85,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,30
MANHATTAN,10002,87,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,29
MANHATTAN,10002,95,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,304,25
MANHATTAN,10002,111,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,423,25
MANHATTAN,10002,121,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,423,20
MANHATTAN,10002,123.5,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,423,19
MANHATTAN,10002,135,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,424,29
MANHATTAN,10002,137,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,424,29
MANHATTAN,10002,139,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,424,28
MANHATTAN,10002,155,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,425,37
MANHATTAN,10002,157,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,425,36
MANHATTAN,10002,159,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,425,35
MANHATTAN,10002,163,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,425,33
MANHATTAN,10002,167 TO 171,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,425,30
MANHATTAN,10002,177,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,425,26
MANHATTAN,10002,229 TO 235,CHRYSTIE,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,427,30
MANHATTAN,10002,1 TO 7,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,350,20
MANHATTAN,10002,6,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,350,50
MANHATTAN,10002,13 TO 15,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,350,23
MANHATTAN,10002,16,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,350,46
MANHATTAN,10002,18 TO 24,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,350,7501
MANHATTAN,10002,19,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,350,26
MANHATTAN,10002,27 TO 29,CLINTON,ST,168,STANTON,ST,62,NEW YORK,MULTIPLE DWELLING A,,,350,30
MANHATTAN,10002,28 TO 30,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,350,39
MANHATTAN,10002,37 TO 39,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,349,19
MANHATTAN,10002,42,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,344,146
MANHATTAN,10002,43,CLINTON,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,349,20
