BOROUGH,ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,COUNTY,CITY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
MANHATTAN,10025,854,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,35
MANHATTAN,10025,906,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1876,32
MANHATTAN,10025,926,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1877,32
MANHATTAN,10025,928,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1877,33
MANHATTAN,10025,929,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1860,64
MANHATTAN,10025,930,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1877,34
MANHATTAN,10025,931,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1860,63
MANHATTAN,10025,932,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1877,35
MANHATTAN,10025,938,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1878,30
MANHATTAN,10025,940 TO 942,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1878,31
MANHATTAN,10025,941,AMSTERDAM,AVE,161,W 106TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1861,1
MANHATTAN,10025,945,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1861,3
MANHATTAN,10025,947,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1861,4
MANHATTAN,10025,949,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1861,64
MANHATTAN,10025,963,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,1862,2
MANHATTAN,10025,964 TO 966,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1879,31
MANHATTAN,10025,965,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1862,3
MANHATTAN,10025,969,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1862,64
MANHATTAN,10025,971,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1862,63
MANHATTAN,10025,973,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1862,62
MANHATTAN,10025,992 TO 996,AMSTERDAM,AVE,201,W 109TH,ST,62,NEW YORK,MULTIPLE DWELLING B,,,1881,29
MANHATTAN,10025,998,AMSTERDAM,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1881,32
MANHATTAN,10025,2508,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,ARTICLE 11,1241,23
MANHATTAN,10025,2528,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,1242,39
MANHATTAN,10025,2532,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1242,40
MANHATTAN,10025,2534,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1242,41
MANHATTAN,10025,2612,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,1870,45
MANHATTAN,10025,2647,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,52
MANHATTAN,10025,2680,BROADWAY,,211,W 102ND,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1874,22
MANHATTAN,10025,2708,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1875,146
MANHATTAN,10025,2731,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1876,12
MANHATTAN,10025,2754,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1877,52
MANHATTAN,10025,2785,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1892,46
MANHATTAN,10025,350,CATHEDRAL,PKWY,350,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING B,,,1845,14
MANHATTAN,10025,354,CATHEDRAL,PKWY,354,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING B,,,1845,58
MANHATTAN,10025,504,CATHEDRAL,PKWY,504,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1881,7501
MANHATTAN,10025,509,CATHEDRAL,PKWY,509,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1882,24
MANHATTAN,10025,514,CATHEDRAL,PKWY,514,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1881,7503
MANHATTAN,10025,515,CATHEDRAL,PKWY,515,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1882,20
MANHATTAN,10025,520,CATHEDRAL,PKWY,520,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1881,7502
MANHATTAN,10025,527,CATHEDRAL,PKWY,527,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1882,7501
MANHATTAN,10025,529 TO 541,CATHEDRAL,PKWY,529 TO 541,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1882,8
MANHATTAN,10025,608 TO 614,CATHEDRAL,PKWY,610,W 110TH,ST,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1893,7502
MANHATTAN,10025,315,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1205,29
MANHATTAN,10025,327,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1206,7501
MANHATTAN,10025,333,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1207,29
MANHATTAN,10025,350,CENTRAL,PARK W,11,W 94TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1208,29
MANHATTAN,10025,360,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1209,33
MANHATTAN,10025,372,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1833,7502
MANHATTAN,10025,382,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1833,7501
MANHATTAN,10025,392,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1833,7503
MANHATTAN,10025,400,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1833,7504
MANHATTAN,10025,405,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,29
MANHATTAN,10025,407,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1836,31
MANHATTAN,10025,410,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1836,36
MANHATTAN,10025,418,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1837,7501
MANHATTAN,10025,420,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1838,7501
MANHATTAN,10025,425 TO 429,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1838,7502
MANHATTAN,10025,431 TO 439,CENTRAL,PARK W,1,W 103RD,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1839,29
MANHATTAN,10025,447 TO 448,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1840,35
MANHATTAN,10025,461,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1842,29
MANHATTAN,10025,467,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1842,7501
MANHATTAN,10025,471,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,29
MANHATTAN,10025,472,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,31
MANHATTAN,10025,473,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,32
MANHATTAN,10025,474 TO 475,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,34
MANHATTAN,10025,476,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,34
MANHATTAN,10025,477,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1843,36
MANHATTAN,10025,478,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1844,29
MANHATTAN,10025,480,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1844,32
MANHATTAN,10025,485,CENTRAL,PARK W,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1844,33
MANHATTAN,10025,730,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1226,29
MANHATTAN,10025,750,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1851,7501
MANHATTAN,10025,760 TO 816,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,1852,7501
MANHATTAN,10025,775,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,1833,7505
MANHATTAN,10025,779 TO 795,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,1833,7506
MANHATTAN,10025,784,COLUMBUS,AVE,125,W 97TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1852,5
MANHATTAN,10025,788,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1852,20
MANHATTAN,10025,792,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1852,31
MANHATTAN,10025,797 TO 815,COLUMBUS,AVE,74,W 100TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,1833,7507
MANHATTAN,10025,910,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1859,33
MANHATTAN,10025,924,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,1860,31
MANHATTAN,10025,926,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,1860,32
MANHATTAN,10025,927,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1841,4
MANHATTAN,10025,928,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,ARTICLE 11,,1860,33
MANHATTAN,10025,929,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1841,64
MANHATTAN,10025,930,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1860,34
MANHATTAN,10025,931,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1841,63
MANHATTAN,10025,932,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1860,35
MANHATTAN,10025,933,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1841,62
MANHATTAN,10025,943,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1842,2
MANHATTAN,10025,944,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1861,31
MANHATTAN,10025,945,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1842,3
MANHATTAN,10025,946,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1861,32
MANHATTAN,10025,947,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1842,4
MANHATTAN,10025,950,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,J-51,,1861,34
MANHATTAN,10025,951,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1842,63
MANHATTAN,10025,953,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1842,62
MANHATTAN,10025,971,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,63
MANHATTAN,10025,973,COLUMBUS,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1843,62
MANHATTAN,10025,2,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,21
MANHATTAN,10025,4,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,J-51,,1836,20
MANHATTAN,10025,8,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,J-51,,1836,19
MANHATTAN,10025,10,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,47
MANHATTAN,10025,50,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,21
MANHATTAN,10025,58,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,47
MANHATTAN,10025,60,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,45
MANHATTAN,10025,78,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,18
MANHATTAN,10025,113,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1840,153
MANHATTAN,10025,150,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1842,47
MANHATTAN,10025,152,MANHATTAN,AVE,154,MANHATTAN,AVE,62,NEW YORK,MULTIPLE DWELLING A,,,1843,20
MANHATTAN,10025,153,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,14
MANHATTAN,10025,156,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1843,20
MANHATTAN,10025,157,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,15
MANHATTAN,10025,160,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1843,20
MANHATTAN,10025,161,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,16
MANHATTAN,10025,164,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1843,20
MANHATTAN,10025,165 TO 171,MANHATTAN,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1843,17
MANHATTAN,10025,166 TO 172,MANHATTAN,AVE,18 TO 20,W 108TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1843,44
MANHATTAN,10025,1,MORNINGSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,1865,40
MANHATTAN,10025,194,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1251,71
MANHATTAN,10025,200,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1252,1
MANHATTAN,10025,202,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1252,5
MANHATTAN,10025,210,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1252,34
MANHATTAN,10025,214,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1252,75
MANHATTAN,10025,227,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1253,48
MANHATTAN,10025,230,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1253,7503
MANHATTAN,10025,244,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1887,36
MANHATTAN,10025,250,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1887,40
MANHATTAN,10025,258,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1887,65
MANHATTAN,10025,260,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1888,1
MANHATTAN,10025,265,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1888,36
MANHATTAN,10025,270,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1888,43
MANHATTAN,10025,276,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1888,87
MANHATTAN,10025,280,RIVERSIDE,DR,327,W 100TH,ST,62,NEW YORK,MULTIPLE DWELLING A,,,1889,1
MANHATTAN,10025,290,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,40
MANHATTAN,10025,293,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1889,43
MANHATTAN,10025,294,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,76
MANHATTAN,10025,299,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1889,72
MANHATTAN,10025,300,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1890,1
MANHATTAN,10025,305,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1890,36
MANHATTAN,10025,310,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1890,40
MANHATTAN,10025,315,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1890,73
MANHATTAN,10025,325,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1891,35
MANHATTAN,10025,334,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1891,70
MANHATTAN,10025,336,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1891,68
MANHATTAN,10025,340,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1892,1
MANHATTAN,10025,345,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1892,32
MANHATTAN,10025,375,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1893,35
MANHATTAN,10025,390,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1894,31
MANHATTAN,10025,395,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1894,67
MANHATTAN,10025,417,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1895,76
MANHATTAN,10025,420,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1896,1
MANHATTAN,10025,425,RIVERSIDE,DR,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1896,43
MANHATTAN,10025,13,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,26
MANHATTAN,10025,15,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,25
MANHATTAN,10025,216,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,,1871,42
MANHATTAN,10025,235,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,108
MANHATTAN,10025,237,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,8
MANHATTAN,10025,239,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,7
MANHATTAN,10025,306,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1888,76
MANHATTAN,10025,314 TO 316,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1888,7502
MANHATTAN,10025,315,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,12
MANHATTAN,10025,317,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,11
MANHATTAN,10025,318,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1888,7501
MANHATTAN,10025,319,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,110
MANHATTAN,10025,323,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,9
MANHATTAN,10025,325,W 100TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,8
MANHATTAN,10025,3,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1837,27
MANHATTAN,10025,4 TO 10,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1836,37
MANHATTAN,10025,5,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1837,26
MANHATTAN,10025,12 TO 14,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,41
MANHATTAN,10025,16 TO 18,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1836,43
MANHATTAN,10025,201,W 101ST,ST,842,AMSTERDAM,AVE,62,NEW YORK,MULTIPLE DWELLING A,,,1873,29
MANHATTAN,10025,210,W 101ST,ST,2644,BROADWAY,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,43
MANHATTAN,10025,215,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,20
MANHATTAN,10025,229,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,10
MANHATTAN,10025,230,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,1872,54
MANHATTAN,10025,238,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,157
MANHATTAN,10025,244,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1872,60
MANHATTAN,10025,310,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,25
MANHATTAN,10025,314,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,26
MANHATTAN,10025,318,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,27
MANHATTAN,10025,319,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,52
MANHATTAN,10025,322,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,128
MANHATTAN,10025,329,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,46
MANHATTAN,10025,330,W 101ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,32
MANHATTAN,10025,200,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,36
MANHATTAN,10025,202,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,37
MANHATTAN,10025,205,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1874,27
MANHATTAN,10025,207,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1874,25
MANHATTAN,10025,209,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1874,24
MANHATTAN,10025,210,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,39
MANHATTAN,10025,214,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,41
MANHATTAN,10025,216,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,42
MANHATTAN,10025,235,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1874,7501
MANHATTAN,10025,240,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1873,52
MANHATTAN,10025,248,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1873,58
MANHATTAN,10025,249,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1874,6
MANHATTAN,10025,304,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1889,63
MANHATTAN,10025,315,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,1890,7
MANHATTAN,10025,316,W 102ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1889,69
MANHATTAN,10025,3,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,28
MANHATTAN,10025,4,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,37
MANHATTAN,10025,5,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,27
MANHATTAN,10025,6,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,38
MANHATTAN,10025,7,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,26
MANHATTAN,10025,8,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,39
MANHATTAN,10025,9,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,125
MANHATTAN,10025,10,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,40
MANHATTAN,10025,12,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,41
MANHATTAN,10025,14,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,42
MANHATTAN,10025,15,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,22
MANHATTAN,10025,17,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1839,21
MANHATTAN,10025,18,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1838,44
MANHATTAN,10025,19,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,,1839,20
MANHATTAN,10025,203,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1875,29
MANHATTAN,10025,235,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1875,10
MANHATTAN,10025,242 TO 244,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1874,156
MANHATTAN,10025,321,W 103RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1890,45
MANHATTAN,10025,53,W 104TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1840,12
MANHATTAN,10025,77,W 104TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,1840,3
MANHATTAN,10025,85,W 104TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,1840,1
MANHATTAN,10025,101,W 104TH,ST,900,COLUMBUS,AVE,62,NEW YORK,MULTIPLE DWELLING A,,,1859,31
