BOROUGH,ZIP,BUILDING_NO,STREET,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3
BROOKLYN,11225,348 TO 356,Rogers Avenue,1304,135,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,237,Sullivan Place,1305,72,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,262 TO 264,Sullivan Place,1308,25,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11225,271,Sullivan Place,1305,60,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,286 TO 300,Sullivan Place,1308,36,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,301,Sullivan Place,1305,40,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11225,1004,Union Street,1187,44,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1016,Union Street,1187,49,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1035,Union Street,1185,52,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11225,1038,Union Street,1273,16,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1042,Union Street,1273,20,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1045,Union Street,1185,46,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,816,Franklin Avenue,1185,46,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1048,Union Street,1273,23,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1059 TO 1069,Union Street,1266,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1060,Union Street,1273,25,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1087,Union Street,1266,62,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1101,Union Street,1266,53,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1115,Union Street,1266,47,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1195,Union Street,1268,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1219,Union Street,1268,64,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1236,Union Street,1276,13,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1240 TO 1242,Union Street,1276,16,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1254,Union Street,1276,23,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11225,1275,Union Street,1269,71,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1281,Union Street,1269,63,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1289,Union Street,1269,63,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1321,Union Street,1269,50,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51
BROOKLYN,11225,1325,Union Street,1269,45,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,881 TO 895,Washington Avenue,1189,7,61,BROOKLYN,MULTIPLE DWELLING A,J-51,
BROOKLYN,11225,901,Washington Avenue,1189,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,915,Washington Avenue,1190,9,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,921,Washington Avenue,1190,1,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11225,941,Washington Avenue,1192,18,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11225,961 TO 971,Washington Avenue,1192,14,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,975,Washington Avenue,1192,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1015,Washington Avenue,1192,77,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,1035,Washington Avenue,1192,85,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,2100,Westbury Court,5026,257,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11225,2101,Westbury Court,5026,235,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11225,2110,Westbury Court,5026,250,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11225,2121,Westbury Court,5026,241,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,32,Winthrop Street,5048,21,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,35,Winthrop Street,5045,91,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,38,Winthrop Street,5048,23,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,44,Winthrop Street,5048,26,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,48,Winthrop Street,5048,28,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,55,Winthrop Street,5045,78,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,80,Winthrop Street,5048,34,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11225,83,Winthrop Street,5045,70,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11225,100,Winthrop Street,5048,51,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,105,Winthrop Street,5045,59,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,109,Winthrop Street,5046,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11225,1963 TO 1973,Bedford Avenue,5046,7501,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11225,159,Winthrop Street,5046,75,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11225,161,Winthrop Street,5046,74,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11225,200,Winthrop Street,5049,48,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,608,Rogers Avenue,5049,48,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11225,207,Winthrop Street,5046,58,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11225,225,Winthrop Street,5047,176,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11225,227,Winthrop Street,5047,76,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11225,240,Winthrop Street,5050,20,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1700 TO 1702,Albemarle Road,5121,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1701,Albemarle Road,5097,120,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,1800 TO 1824,Albemarle Road,5122,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1809,Albemarle Road,5099,52,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1900,Albemarle Road,5123,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2016,Albemarle Road,5124,5,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2017,Albemarle Road,5101,52,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2020,Albemarle Road,5124,7,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2111,Albemarle Road,5102,63,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2114,Albemarle Road,5125,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2506,Albemarle Road,5128,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2524,Albemarle Road,5128,6,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2603,Albemarle Road,5110,52,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11226,2607,Albemarle Road,5110,50,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11226,2608,Albemarle Road,5128,51,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2806,Albemarle Road,5130,208,61,BROOKLYN,MULTIPLE DWELLING B,421-A (1-15),
BROOKLYN,11226,2810,Albemarle Road,5130,210,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2909,Albemarle Road,5111,47,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2911,Albemarle Road,5111,46,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2307,Avenue D,5189,45,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2502,Avenue D,5212,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,3105,Avenue D,4948,51,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,3202,Avenue D,4966,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2007,Bedford Avenue,5056,10,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2012,Bedford Avenue,5055,156,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11226,2014,Bedford Avenue,5055,157,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15)
BROOKLYN,11226,2015,Bedford Avenue,5056,6,61,BROOKLYN,MULTIPLE DWELLING A,J-51,
BROOKLYN,11226,2023,Bedford Avenue,5056,3,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,2031,Bedford Avenue,5056,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2042,Bedford Avenue,5064,67,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11226,2101,Bedford Avenue,5084,10,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2107,Bedford Avenue,5084,6,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,2150,Bedford Avenue,5086,50,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2173,Bedford Avenue,5090,9,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2177,Bedford Avenue,5090,7,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2181,Bedford Avenue,5090,4,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2249 TO 2259,Bedford Avenue,5107,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2322,Bedford Avenue,5126,54,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2334,Bedford Avenue,5126,58,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2337,Bedford Avenue,5127,66,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2391,Bedford Avenue,5135,44,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2452,Bedford Avenue,5167,33,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,2484,Bedford Avenue,5167,45,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2491,Bedford Avenue,5190,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2499 TO 2507,Bedford Avenue,5190,75,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2500 TO 2504,Bedford Avenue,5189,12,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2510,Bedford Avenue,5189,15,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2516,Bedford Avenue,5189,18,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2522 TO 2524,Bedford Avenue,5189,22,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2525,Bedford Avenue,5190,61,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2537,Bedford Avenue,5190,61,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2567,Bedford Avenue,5190,50,61,BROOKLYN,MULTIPLE DWELLING B,J-51,
BROOKLYN,11226,2568,Bedford Avenue,5189,39,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2574,Bedford Avenue,5189,42,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2584,Bedford Avenue,5210,5,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51
BROOKLYN,11226,2586,Bedford Avenue,5210,6,61,BROOKLYN,MULTIPLE DWELLING A,J-51,
BROOKLYN,11226,2604,Bedford Avenue,5210,9,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2619,Bedford Avenue,5211,79,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1601 TO 1623,Beverley Road,5120,37,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1608,Beverley Road,5147,3,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11226,1616,Beverley Road,5147,4,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1618,Beverley Road,5147,7,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1713,Beverley Road,5121,34,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1803,Beverley Road,5122,41,61,BROOKLYN,MULTIPLE DWELLING A,J-51,SEC 608
BROOKLYN,11226,1808,Beverley Road,5149,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1815,Beverley Road,5122,37,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1819,Beverley Road,5122,35,61,BROOKLYN,MULTIPLE DWELLING A,SEC 608,
BROOKLYN,11226,1902,Beverley Road,5150,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1915,Beverley Road,5123,39,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2022,Beverley Road,5151,10,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,2101,Beverley Road,5125,77,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,371,East 21st Street,5125,77,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,2102,Beverley Road,5152,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2107,Beverley Road,5125,74,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2132,Beverley Road,5165,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2525,Beverley Road,5136,39,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2706,Beverley Road,5171,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2719,Beverley Road,5138,35,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2801 TO 2809,Beverley Road,5139,35,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,159,East 28th Street,5139,35,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,3214,Beverley Road,4932,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,105,Buckingham Road,5097,60,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1600,Caton Avenue,5077,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1620,Caton Avenue,5077,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1705,Caton Avenue,5060,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1710,Caton Avenue,5078,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1715,Caton Avenue,5060,58,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1716,Caton Avenue,5078,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1722,Caton Avenue,5078,9,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1729,Caton Avenue,5060,54,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1745,Caton Avenue,5060,43,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11226,1829,Caton Avenue,5061,49,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1834,Caton Avenue,5080,7,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2017,Caton Avenue,5062,64,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2023,Caton Avenue,5062,64,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2104,Caton Avenue,5082,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2114,Caton Avenue,5082,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2155,Caton Avenue,5083,24,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2160,Caton Avenue,5083,108,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2164,Caton Avenue,5083,95,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2201 TO 2213,Caton Avenue,5083,110,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2217,Caton Avenue,5083,7502,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1634,Church Avenue,5097,76,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,1815 TO 1819,Church Avenue,5079,27,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2415 TO 2425,Church Avenue,5090,86,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2525,Church Avenue,5090,73,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2527 TO 2529,Church Avenue,5090,71,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2533,Church Avenue,5090,68,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2535,Church Avenue,5090,67,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2543,Church Avenue,5090,65,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2812,Church Avenue,5105,24,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2203,Clarendon Road,5166,51,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2204,Clarendon Road,5187,25,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2242,Clarendon Road,5187,27,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2250,Clarendon Road,5187,32,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
BROOKLYN,11226,2303,Clarendon Road,5167,52,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2307,Clarendon Road,5167,49,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2310,Clarendon Road,5189,4,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11226,2408,Clarendon Road,5190,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2709,Clarendon Road,5171,46,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2802 TO 2812,Clarendon Road,5194,1,61,BROOKLYN,MULTIPLE DWELLING A,421-G,
BROOKLYN,11226,2809,Clarendon Road,5172,37,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,2908,Clarendon Road,5195,3,61,BROOKLYN,MULTIPLE DWELLING B,J-51,
BROOKLYN,11226,2910,Clarendon Road,5195,4,61,BROOKLYN,MULTIPLE DWELLING B,J-51,
BROOKLYN,11226,2914,Clarendon Road,5195,5,61,BROOKLYN,MULTIPLE DWELLING B,J-51,
BROOKLYN,11226,3003,Clarendon Road,4930,40,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11226,3010,Clarendon Road,4947,3,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,3116,Clarendon Road,4948,7,61,BROOKLYN,MULTIPLE DWELLING B,421-A (16),
BROOKLYN,11226,3214,Clarendon Road,4949,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,22,Clarkson Avenue,5064,25,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,35,Clarkson Avenue,5055,87,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,40,Clarkson Avenue,5064,29,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,41,Clarkson Avenue,5055,87,61,BROOKLYN,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
BROOKLYN,11226,49,Clarkson Avenue,5055,82,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,50,Clarkson Avenue,5064,36,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,60,Clarkson Avenue,5064,40,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,80,Clarkson Avenue,5064,47,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,85,Clarkson Avenue,5055,65,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,106,Clarkson Avenue,5065,15,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,111,Clarkson Avenue,5056,97,61,BROOKLYN,MULTIPLE DWELLING A,421-A (1-15),
BROOKLYN,11226,130,Clarkson Avenue,5065,21,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,135,Clarkson Avenue,5056,83,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,140 TO 148,Clarkson Avenue,5065,30,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,149,Clarkson Avenue,5056,81,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,160,Clarkson Avenue,5065,39,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,161 TO 167,Clarkson Avenue,5056,73,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11226,176,Clarkson Avenue,5065,40,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,179 TO 189,Clarkson Avenue,5056,64,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,184,Clarkson Avenue,5065,48,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,194,Clarkson Avenue,5065,52,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,195,Clarkson Avenue,5056,62,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,202,Clarkson Avenue,5065,54,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,215,Clarkson Avenue,5057,89,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,221,Clarkson Avenue,5057,88,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11226,250,Clarkson Avenue,5066,31,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,270,Clarkson Avenue,5066,39,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,287,Clarkson Avenue,5057,58,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,310,Clarkson Avenue,4837,17,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,350,Clarkson Avenue,4837,27,61,BROOKLYN,MULTIPLE DWELLING A,421-A (16),
BROOKLYN,11226,1810,Cortelyou Road,5161,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1820,Cortelyou Road,5161,6,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1902 TO 1912,Cortelyou Road,5162,1,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,1921 TO 1931,Cortelyou Road,5150,7501,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,782,Ocean Avenue,5150,7501,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,2129,Cortelyou Road,5165,82,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2149,Cortelyou Road,5165,15,61,BROOKLYN,MULTIPLE DWELLING B,,
BROOKLYN,11226,2156,Cortelyou Road,5165,28,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2201,Cortelyou Road,5166,20,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2223,Cortelyou Road,5166,11,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2317,Cortelyou Road,5167,11,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2401 TO 2415,Cortelyou Road,5168,7,61,BROOKLYN,MULTIPLE DWELLING A,GARDEN COMPLEX,
BROOKLYN,11226,2502 TO 2512,Cortelyou Road,5169,59,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2617 TO 2623,Cortelyou Road,5170,10,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2610 TO 2624,Beverley Road,5170,10,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2708 TO 2712,Cortelyou Road,5171,68,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,2902,Cortelyou Road,5173,58,61,BROOKLYN,MULTIPLE DWELLING B,GARDEN COMPLEX,
BROOKLYN,11226,3222,Cortelyou Road,4932,19,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,11,Crooke Avenue,5058,62,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,15 TO 25,Crooke Avenue,5058,57,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,20 TO 28,Crooke Avenue,5060,18,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,27,Crooke Avenue,5058,16,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,33,Crooke Avenue,5058,44,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,36,Crooke Avenue,5060,27,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,81 TO 85,Crooke Avenue,5059,56,61,BROOKLYN,MULTIPLE DWELLING A,,
BROOKLYN,11226,85 TO 87,Crooke Avenue,5059,56,61,BROOKLYN,MULTIPLE DWELLING A,,
