BOROUGH,ZIP,BUILDING_NO,STREET,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3
MANHATTAN,10001,246,10th Avenue,722,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,299,10th Avenue,699,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,301,10th Avenue,699,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,303 TO 309,10th Avenue,699,33,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,440,10th Avenue,732,73,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,442,10th Avenue,732,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,311,11th Avenue,675,12,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,312,11th Avenue,701,62,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,320,11th Avenue,702,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,545 TO 577,West 30th Street,702,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,800 TO 802,6th Avenue,829,1,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,819,6th Avenue,804,36,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,819,Avenue Of The Americas,804,36,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,835 TO 851,6th Avenue,805,7502,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,855,6th Avenue,806,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,100,West 31st Street,806,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,883 TO 885,6th Avenue,807,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,315,7th Avenue,803,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,288,8th Avenue,774,86,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,328,8th Avenue,776,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,330,8th Avenue,776,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,368,8th Avenue,778,3,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,370,8th Avenue,778,75,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE
MANHATTAN,10001,402,8th Avenue,780,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,404,8th Avenue,780,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,481,8th Avenue,758,37,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,
MANHATTAN,10001,235,9th Avenue,722,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,237,9th Avenue,722,41,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,239,9th Avenue,722,42,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,413,9th Avenue,731,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,415 TO 417,9th Avenue,731,41,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,1186,Broadway,830,54,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10001,1234,Broadway,832,66,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE
MANHATTAN,10001,38,West 31st Street,832,66,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE
MANHATTAN,10001,226,West 25th Street,774,55,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,228,West 25th Street,774,56,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,231,West 25th Street,775,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,245,West 25th Street,775,9,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10001,270,West 25th Street,774,76,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,401,West 25th Street,723,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,412,West 25th Street,722,48,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,416,West 25th Street,722,50,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,127,West 26th Street,802,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,135,West 26th Street,802,19,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,200,West 26th Street,775,44,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,220,West 26th Street,775,46,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,229,West 26th Street,776,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,247,West 26th Street,776,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,249,West 26th Street,776,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,251,West 26th Street,776,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,260,West 26th Street,775,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,12,West 27th Street,828,56,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,26,West 27th Street,828,63,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,29,West 27th Street,829,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,39,West 27th Street,829,14,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,
MANHATTAN,10001,43,West 27th Street,,,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,100,West 27th Street,802,45,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,144,West 27th Street,802,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10001,154,West 27th Street,802,71,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,260,West 27th Street,776,69,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,537 TO 545,West 27th Street,699,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,136,West 28th Street,803,60,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,139,West 28th Street,804,15,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,146 TO 148,West 28th Street,803,65,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,211,West 28th Street,778,33,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,225,West 28th Street,778,25,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,241 TO 247,West 28th Street,778,18,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,501,West 28th Street,700,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,507 TO 515,West 28th Street,700,27,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,525,West 28th Street,700,9,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,282,11th Avenue,700,9,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,14,West 29th Street,830,53,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,211 TO 213,West 29th Street,779,31,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,221,West 29th Street,779,27,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,231,West 29th Street,779,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,257,West 29th Street,779,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,301,West 29th Street,753,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,309,West 29th Street,753,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,311,West 29th Street,753,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,317,West 29th Street,753,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,319,West 29th Street,753,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,321 TO 323,West 29th Street,753,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,333,West 29th Street,753,19,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,335,West 29th Street,753,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,347,West 29th Street,753,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,349,West 29th Street,753,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,351,West 29th Street,753,10,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,
MANHATTAN,10001,501,West 29th Street,701,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,508,West 29th Street,700,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,529 TO 539,West 29th Street,701,7501,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16)
MANHATTAN,10001,1,West 30th Street,832,39,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,284,5th Avenue,832,39,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,24,West 30th Street,831,53,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,
MANHATTAN,10001,208 TO 212,West 30th Street,779,49,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,251 TO 255,West 30th Street,780,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,308,West 30th Street,753,48,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,315,West 30th Street,754,30,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,317,West 30th Street,754,29,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,319,West 30th Street,754,28,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,320,West 30th Street,753,51,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,323,West 30th Street,754,26,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,325,West 30th Street,754,25,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,326 TO 338,West 30th Street,753,56,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11
MANHATTAN,10001,329,West 29th Street,753,56,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11
MANHATTAN,10001,327,West 30th Street,754,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,341,West 30th Street,754,18,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10001,342,West 30th Street,753,65,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,346,West 30th Street,753,67,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,350,West 30th Street,753,69,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,353,West 30th Street,754,12,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10001,363 TO 367,West 30th Street,754,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,366,West 30th Street,753,77,62,NEW YORK,MULTIPLE DWELLING B,GARDEN COMPLEX,
MANHATTAN,10001,500,West 30th Street,701,42,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,518 TO 530,West 30th Street,701,16,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,4,West 31st Street,832,49,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,
MANHATTAN,10001,9,West 31st Street,833,7502,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,125 TO 127,West 31st Street,807,7501,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,435,West 31st Street,729,50,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10001,9,West 32nd Street,834,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,35 TO 39,West 33rd Street,835,15,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,50,West 34th Street,835,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,408,West 34th Street,731,50,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10001,426 TO 432,West 34th Street,731,60,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,433,West 34th Street,732,16,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10001,440,West 34th Street,731,65,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10001,455,West 34th Street,732,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,53 TO 55,West 35th Street,837,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,327,West 35th Street,759,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,329,West 35th Street,759,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,331,West 35th Street,759,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,367,West 35th Street,759,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10001,411 TO 423,West 35th Street,733,23,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,445 TO 453,West 35th Street,733,8,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10001,454 TO 458,West 35th Street,732,68,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10001,461 TO 463,West 35th Street,733,1,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,3,Allen Street,293,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,7,Allen Street,293,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,9,Allen Street,293,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13,Allen Street,293,15,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,70 TO 72,Canal Street,293,15,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,19,Allen Street,300,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,21,Allen Street,300,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,29,Allen Street,300,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,30,Allen Street,299,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,31,Orchard Street,299,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,32,Allen Street,299,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,33,Orchard Street,299,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,35,Allen Street,300,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,37.5,Allen Street,300,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,38,Allen Street,299,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,74,Hester Street,299,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,46,Allen Street,308,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,50,Allen Street,308,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,52,Allen Street,308,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,79,Allen Street,413,19,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,83,Allen Street,413,17,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,91,Allen Street,414,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,92,Allen Street,414,62,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,93,Allen Street,414,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,95,Allen Street,414,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,97,Allen Street,414,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,99,Allen Street,414,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,103,Allen Street,414,19,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,123,Allen Street,415,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,128,Allen Street,415,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,129,Orchard Street,415,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,129,Allen Street,415,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,132,Allen Street,415,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,133,Orchard Street,415,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,137,Allen Street,415,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,151 TO 153,Allen Street,416,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,156,Allen Street,416,65,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,157 TO 159,Allen Street,416,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,158,Allen Street,416,64,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,160,Allen Street,416,63,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,161,Allen Street,416,25,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,162,Allen Street,416,62,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,163,Allen Street,416,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,164,Allen Street,416,61,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,166,Allen Street,416,59,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,170,Allen Street,416,57,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,165,Orchard Street,416,57,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,201,Allen Street,417,19,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,205,Allen Street,417,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,168 TO 170,Attorney Street,345,9,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15
MANHATTAN,10002,172,Attorney Street,345,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,81,Bowery,303,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,83,Bowery,303,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,85,Bowery,303,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,125,Bowery,304,16,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,
MANHATTAN,10002,180,Broome Street,346,175,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10002,212,Broome Street,352,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,115 TO 129,Delancey Street,352,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,245,Broome Street,408,14,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,247,Broome Street,408,13,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,248,Broome Street,409,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,249,Broome Street,408,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,250,Broome Street,409,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,252,Broome Street,409,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,253 TO 257,Broome Street,408,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,254,Broome Street,409,33,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,261,Broome Street,413,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,85 TO 89,Orchard Street,413,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,262,Broome Street,414,59,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,264,Broome Street,414,61,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,275,Broome Street,413,14,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,279,Broome Street,413,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,282,Broome Street,414,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,286,Broome Street,414,30,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,288,Broome Street,414,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,294,Broome Street,419,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,295,Broome Street,418,42,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,299,Broome Street,418,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,303 TO 305,Broome Street,418,37,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,325,Broome Street,423,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,334,Broome Street,424,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,25,Canal Street,297,30,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,1,Essex Street,297,30,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,27 TO 29,Canal Street,297,30,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,34,Canal Street,283,76,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,37,Canal Street,297,37,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,52,Canal Street,294,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,78,Canal Street,293,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,201 TO 229,Cherry Street,248,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,265,Cherry Street,247,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,275,Cherry Street,247,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,73 TO 75,Chrystie Street,304,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,79,Chrystie Street,304,33,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,81 TO 83,Chrystie Street,304,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,85,Chrystie Street,304,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,87,Chrystie Street,304,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,95,Chrystie Street,304,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,111,Chrystie Street,423,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,121,Chrystie Street,423,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,123.5,Chrystie Street,423,19,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,135,Chrystie Street,424,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,137,Chrystie Street,424,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,139,Chrystie Street,424,28,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,155,Chrystie Street,425,37,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,157,Chrystie Street,425,36,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,159,Chrystie Street,425,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,163,Chrystie Street,425,33,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,167 TO 171,Chrystie Street,425,30,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10002,177,Chrystie Street,425,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,229 TO 235,Chrystie Street,427,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,1 TO 7,Clinton Street,350,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,6,Clinton Street,350,50,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13 TO 15,Clinton Street,350,23,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15
MANHATTAN,10002,16,Clinton Street,350,46,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,18 TO 24,Clinton Street,350,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10002,19,Clinton Street,350,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,27 TO 29,Clinton Street,350,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,168,Stanton Street,350,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,28 TO 30,Clinton Street,350,39,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15
MANHATTAN,10002,37 TO 39,Clinton Street,349,19,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,42,Clinton Street,344,146,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,43,Clinton Street,349,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,45,Clinton Street,349,21,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15
MANHATTAN,10002,47,Clinton Street,349,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,49,Clinton Street,349,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,55,Clinton Street,349,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,61,Clinton Street,349,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,63,Clinton Street,349,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,71,Clinton Street,349,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,78,Clinton Street,348,48,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,79,Clinton Street,348,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,84,Clinton Street,348,45,62,NEW YORK,MULTIPLE DWELLING A,,
